CountryName,MortalityYear,Gender,AgeGroupCode,ICD10,Deaths,Class,Zone
Chile,2010,Male,24,J209,1,Bronchitis,SouthAmerica
Chile,2010,Male,24,J42 ,1,Bronchitis,SouthAmerica
Canada,2010,Male,24,J209,1,Bronchitis,NorthernAmerica
Argentina,2010,Male,25,J40 ,1,Bronchitis,SouthAmerica
Argentina,2010,Male,25,J410,1,Bronchitis,SouthAmerica
Argentina,2010,Male,25,J411,1,Bronchitis,SouthAmerica
Cuba,2010,Male,25,J209,1,Bronchitis,Caribbean
Cuba,2010,Male,25,J411,1,Bronchitis,Caribbean
Uruguay,2010,Male,25,J209,1,Bronchitis,SouthAmerica
Uruguay,2010,Male,25,J411,1,Bronchitis,SouthAmerica
Uruguay,2010,Male,25,J42 ,1,Bronchitis,SouthAmerica
Puerto Rico,2010,Male,25,J40 ,1,Bronchitis,Caribbean
Jamaica,2010,Male,25,J209,1,Bronchitis,Caribbean
Jamaica,2010,Male,25,J42 ,1,Bronchitis,Caribbean
Dominican Republic,2010,Male,25,J42 ,1,Bronchitis,Caribbean
Trinidad and Tobago,2010,Male,25,J209,1,Bronchitis,Caribbean
Honduras,2010,Male,25,J209,1,Bronchitis,CentralAmerica
Honduras,2010,Male,25,J42 ,1,Bronchitis,CentralAmerica
Guyana,2010,Male,26,J42 ,1,Bronchitis,SouthAmerica
El Salvador,2010,Male,26,J42 ,1,Bronchitis,CentralAmerica
St. Lucia,2010,Male,26,J42 ,1,Bronchitis,Caribbean
Trinidad and Tobago,2010,Male,26,J40 ,1,Bronchitis,Caribbean
Trinidad and Tobago,2010,Male,26,J42 ,1,Bronchitis,Caribbean
Paraguay,2010,Male,26,J200,1,Bronchitis,SouthAmerica
Costa Rica,2010,Male,26,J42 ,1,Bronchitis,CentralAmerica
Uruguay,2010,Male,26,J209,1,Bronchitis,SouthAmerica
Puerto Rico,2010,Male,26,J40 ,1,Bronchitis,Caribbean
Puerto Rico,2010,Male,26,J42 ,1,Bronchitis,Caribbean
Guatemala,2010,Male,26,J40 ,1,Bronchitis,CentralAmerica
Cuba,2010,Male,26,J40 ,1,Bronchitis,Caribbean
"Venezuela, RB",2010,Male,26,J209,1,Bronchitis,SouthAmerica
Chile,2010,Male,26,J209,1,Bronchitis,SouthAmerica
Ecuador,2010,Male,26,J40 ,1,Bronchitis,SouthAmerica
Colombia,2010,Male,26,J209,1,Bronchitis,SouthAmerica
Colombia,2010,Male,27,J40 ,1,Bronchitis,SouthAmerica
Chile,2010,Male,27,J209,1,Bronchitis,SouthAmerica
Costa Rica,2010,Male,27,J209,1,Bronchitis,CentralAmerica
Costa Rica,2010,Male,27,J42 ,1,Bronchitis,CentralAmerica
Puerto Rico,2010,Male,27,J209,1,Bronchitis,Caribbean
Panama,2010,Male,27,J209,1,Bronchitis,CentralAmerica
Dominican Republic,2010,Male,27,J209,1,Bronchitis,Caribbean
Nicaragua,2010,Male,27,J42 ,1,Bronchitis,CentralAmerica
Paraguay,2010,Male,27,J42 ,1,Bronchitis,SouthAmerica
Belize,2010,Male,28,J42 ,1,Bronchitis,CentralAmerica
Guatemala,2010,Male,28,J40 ,1,Bronchitis,CentralAmerica
Jamaica,2010,Male,28,J42 ,1,Bronchitis,Caribbean
Paraguay,2010,Male,28,J40 ,1,Bronchitis,SouthAmerica
Puerto Rico,2010,Male,28,J42 ,1,Bronchitis,Caribbean
Uruguay,2010,Male,28,J42 ,1,Bronchitis,SouthAmerica
"Venezuela, RB",2010,Male,28,J40 ,1,Bronchitis,SouthAmerica
Chile,2010,Male,28,J42 ,1,Bronchitis,SouthAmerica
Ecuador,2010,Male,28,J209,1,Bronchitis,SouthAmerica
Peru,2010,Male,28,J410,1,Bronchitis,SouthAmerica
Argentina,2010,Male,28,J209,1,Bronchitis,SouthAmerica
Argentina,2010,Male,28,J410,1,Bronchitis,SouthAmerica
Argentina,2010,Male,28,J42 ,1,Bronchitis,SouthAmerica
"Venezuela, RB",2010,Male,20,J42 ,1,Bronchitis,SouthAmerica
Argentina,2010,Male,29,J42 ,1,Bronchitis,SouthAmerica
Canada,2010,Male,32,J42 ,1,Bronchitis,NorthernAmerica
Guyana,2010,Male,23,J42 ,1,Bronchitis,SouthAmerica
Belize,2010,Male,23,J42 ,1,Bronchitis,CentralAmerica
Trinidad and Tobago,2010,Male,23,J42 ,1,Bronchitis,Caribbean
Panama,2010,Male,23,J42 ,1,Bronchitis,CentralAmerica
Puerto Rico,2010,Male,23,J42 ,1,Bronchitis,Caribbean
Paraguay,2010,Male,23,J40 ,1,Bronchitis,SouthAmerica
Costa Rica,2010,Male,23,J40 ,1,Bronchitis,CentralAmerica
"Venezuela, RB",2010,Male,23,J42 ,1,Bronchitis,SouthAmerica
Chile,2010,Male,23,J411,1,Bronchitis,SouthAmerica
Argentina,2010,Male,23,J209,1,Bronchitis,SouthAmerica
Argentina,2010,Male,23,J40 ,1,Bronchitis,SouthAmerica
Canada,2010,Male,23,J40 ,1,Bronchitis,NorthernAmerica
Canada,2010,Male,22,J209,1,Bronchitis,NorthernAmerica
Canada,2010,Male,22,J40 ,1,Bronchitis,NorthernAmerica
"Venezuela, RB",2010,Male,22,J42 ,1,Bronchitis,SouthAmerica
Ecuador,2010,Male,22,J40 ,1,Bronchitis,SouthAmerica
Ecuador,2010,Male,22,J42 ,1,Bronchitis,SouthAmerica
Guatemala,2010,Male,22,J40 ,1,Bronchitis,CentralAmerica
Uruguay,2010,Male,22,J209,1,Bronchitis,SouthAmerica
Uruguay,2010,Male,22,J40 ,1,Bronchitis,SouthAmerica
Uruguay,2010,Male,22,J42 ,1,Bronchitis,SouthAmerica
Nicaragua,2010,Male,22,J42 ,1,Bronchitis,CentralAmerica
Trinidad and Tobago,2010,Male,22,J42 ,1,Bronchitis,Caribbean
Jamaica,2010,Male,22,J40 ,1,Bronchitis,Caribbean
El Salvador,2010,Male,22,J40 ,1,Bronchitis,CentralAmerica
Canada,2010,Male,21,J209,1,Bronchitis,NorthernAmerica
Canada,2010,Male,21,J42 ,1,Bronchitis,NorthernAmerica
Paraguay,2010,Male,21,J42 ,1,Bronchitis,SouthAmerica
Puerto Rico,2010,Male,21,J40 ,1,Bronchitis,Caribbean
Nicaragua,2010,Male,21,J410,1,Bronchitis,CentralAmerica
Nicaragua,2010,Male,21,J42 ,1,Bronchitis,CentralAmerica
El Salvador,2010,Male,21,J40 ,1,Bronchitis,CentralAmerica
Canada,2007,FeMale,23,J40 ,1,Bronchitis,NorthernAmerica
Canada,2007,FeMale,23,J42 ,1,Bronchitis,NorthernAmerica
Argentina,2007,FeMale,23,J42 ,1,Bronchitis,SouthAmerica
Colombia,2007,FeMale,23,J209,1,Bronchitis,SouthAmerica
Colombia,2007,FeMale,23,J40 ,1,Bronchitis,SouthAmerica
Peru,2007,FeMale,23,J209,1,Bronchitis,SouthAmerica
Peru,2007,FeMale,23,J410,1,Bronchitis,SouthAmerica
Chile,2007,FeMale,23,J40 ,1,Bronchitis,SouthAmerica
Cuba,2007,FeMale,23,J411,1,Bronchitis,Caribbean
Cuba,2007,FeMale,23,J42 ,1,Bronchitis,Caribbean
Uruguay,2007,FeMale,23,J42 ,1,Bronchitis,SouthAmerica
Puerto Rico,2007,FeMale,23,J209,1,Bronchitis,Caribbean
Costa Rica,2007,FeMale,23,J209,1,Bronchitis,CentralAmerica
Costa Rica,2007,FeMale,23,J411,1,Bronchitis,CentralAmerica
El Salvador,2007,FeMale,23,J40 ,1,Bronchitis,CentralAmerica
Suriname,2007,FeMale,23,J42 ,1,Bronchitis,SouthAmerica
Brazil,2007,FeMale,24,J200,1,Bronchitis,SouthAmerica
Colombia,2007,FeMale,24,J411,1,Bronchitis,SouthAmerica
Chile,2007,FeMale,24,J40 ,1,Bronchitis,SouthAmerica
Chile,2007,FeMale,24,J42 ,1,Bronchitis,SouthAmerica
Peru,2007,FeMale,24,J208,1,Bronchitis,SouthAmerica
Puerto Rico,2007,FeMale,24,J42 ,1,Bronchitis,Caribbean
Paraguay,2007,FeMale,24,J209,1,Bronchitis,SouthAmerica
Panama,2007,FeMale,17,J40 ,1,Bronchitis,CentralAmerica
Peru,2007,FeMale,17,J42 ,1,Bronchitis,SouthAmerica
United States,2007,FeMale,17,J209,1,Bronchitis,NorthernAmerica
Brazil,2007,FeMale,16,J200,1,Bronchitis,SouthAmerica
Brazil,2007,FeMale,16,J209,1,Bronchitis,SouthAmerica
Mexico,2007,FeMale,16,J209,1,Bronchitis,CentralAmerica
Colombia,2007,FeMale,16,J42 ,1,Bronchitis,SouthAmerica
Argentina,2007,FeMale,16,J209,1,Bronchitis,SouthAmerica
Ecuador,2007,FeMale,16,J40 ,1,Bronchitis,SouthAmerica
Guatemala,2007,FeMale,16,J40 ,1,Bronchitis,CentralAmerica
Guatemala,2007,FeMale,16,J42 ,1,Bronchitis,CentralAmerica
Barbados,2007,FeMale,27,J40 ,1,Bronchitis,Caribbean
Cayman Islands,2007,FeMale,27,J209,1,Bronchitis,Caribbean
Panama,2007,FeMale,27,J42 ,1,Bronchitis,CentralAmerica
Uruguay,2007,FeMale,27,J209,1,Bronchitis,SouthAmerica
Uruguay,2007,FeMale,27,J411,1,Bronchitis,SouthAmerica
Uruguay,2007,FeMale,27,J42 ,1,Bronchitis,SouthAmerica
Cuba,2007,FeMale,27,J209,1,Bronchitis,Caribbean
"Venezuela, RB",2007,FeMale,27,J42 ,1,Bronchitis,SouthAmerica
Argentina,2007,FeMale,27,J410,1,Bronchitis,SouthAmerica
United States,2007,FeMale,27,J411,1,Bronchitis,NorthernAmerica
Mexico,2007,FeMale,15,J40 ,1,Bronchitis,CentralAmerica
Mexico,2007,FeMale,15,J42 ,1,Bronchitis,CentralAmerica
United States,2007,FeMale,15,J42 ,1,Bronchitis,NorthernAmerica
Brazil,2007,FeMale,15,J205,1,Bronchitis,SouthAmerica
Brazil,2007,FeMale,15,J209,1,Bronchitis,SouthAmerica
Brazil,2007,FeMale,15,J411,1,Bronchitis,SouthAmerica
Guatemala,2007,FeMale,15,J40 ,1,Bronchitis,CentralAmerica
Panama,2007,FeMale,15,J40 ,1,Bronchitis,CentralAmerica
Bermuda,2007,FeMale,28,J40 ,1,Bronchitis,NorthernAmerica
Trinidad and Tobago,2007,FeMale,28,J40 ,1,Bronchitis,Caribbean
Uruguay,2007,FeMale,28,J209,1,Bronchitis,SouthAmerica
Puerto Rico,2007,FeMale,28,J42 ,1,Bronchitis,Caribbean
Costa Rica,2007,FeMale,28,J209,1,Bronchitis,CentralAmerica
Costa Rica,2007,FeMale,28,J40 ,1,Bronchitis,CentralAmerica
Costa Rica,2007,FeMale,28,J42 ,1,Bronchitis,CentralAmerica
Cuba,2007,FeMale,28,J209,1,Bronchitis,Caribbean
Cuba,2007,FeMale,28,J42 ,1,Bronchitis,Caribbean
"Venezuela, RB",2007,FeMale,28,J209,1,Bronchitis,SouthAmerica
"Venezuela, RB",2007,FeMale,28,J40 ,1,Bronchitis,SouthAmerica
Peru,2007,FeMale,28,J410,1,Bronchitis,SouthAmerica
Peru,2007,FeMale,28,J418,1,Bronchitis,SouthAmerica
Chile,2007,FeMale,28,J411,1,Bronchitis,SouthAmerica
Mexico,2007,FeMale,28,J208,1,Bronchitis,CentralAmerica
Puerto Rico,2007,FeMale,26,J209,1,Bronchitis,Caribbean
Uruguay,2007,FeMale,26,J42 ,1,Bronchitis,SouthAmerica
Brazil,2007,FeMale,18,J410,1,Bronchitis,SouthAmerica
Brazil,2007,FeMale,18,J42 ,1,Bronchitis,SouthAmerica
Brazil,2007,FeMale,29,J42 ,1,Bronchitis,SouthAmerica
United States,2007,FeMale,22,J209,1,Bronchitis,NorthernAmerica
Canada,2007,FeMale,31,J205,1,Bronchitis,NorthernAmerica
Paraguay,2004,FeMale,99,J42 ,1,Bronchitis,SouthAmerica
Panama,2004,FeMale,29,J40 ,1,Bronchitis,CentralAmerica
Panama,2004,FeMale,7,J40 ,1,Bronchitis,CentralAmerica
Cuba,2004,FeMale,4,J209,1,Bronchitis,Caribbean
Panama,2004,FeMale,2,J40 ,1,Bronchitis,CentralAmerica
Nicaragua,2004,FeMale,6,J42 ,1,Bronchitis,CentralAmerica
Paraguay,2004,FeMale,6,J209,1,Bronchitis,SouthAmerica
Panama,2004,FeMale,28,J42 ,1,Bronchitis,CentralAmerica
Uruguay,2004,FeMale,28,J411,1,Bronchitis,SouthAmerica
El Salvador,2004,FeMale,10,J209,1,Bronchitis,CentralAmerica
El Salvador,2004,FeMale,11,J209,1,Bronchitis,CentralAmerica
Ecuador,2004,FeMale,10,J209,1,Bronchitis,SouthAmerica
Ecuador,2004,FeMale,2,J209,1,Bronchitis,SouthAmerica
Chile,2004,FeMale,5,J205,1,Bronchitis,SouthAmerica
Panama,2004,FeMale,5,J209,1,Bronchitis,CentralAmerica
Guyana,2004,FeMale,5,J209,1,Bronchitis,SouthAmerica
Cuba,2004,FeMale,5,J209,1,Bronchitis,Caribbean
Dominican Republic,2004,FeMale,5,J209,1,Bronchitis,Caribbean
Puerto Rico,2004,FeMale,5,J40 ,1,Bronchitis,Caribbean
Argentina,2004,FeMale,12,J410,1,Bronchitis,SouthAmerica
Argentina,2004,FeMale,5,J205,1,Bronchitis,SouthAmerica
Argentina,2004,FeMale,10,J209,1,Bronchitis,SouthAmerica
Argentina,2004,FeMale,6,J208,1,Bronchitis,SouthAmerica
Peru,2004,FeMale,9,J209,1,Bronchitis,SouthAmerica
Peru,2004,FeMale,29,J42 ,1,Bronchitis,SouthAmerica
Peru,2004,FeMale,2,J42 ,1,Bronchitis,SouthAmerica
Peru,2004,FeMale,4,J42 ,1,Bronchitis,SouthAmerica
Peru,2004,FeMale,7,J209,1,Bronchitis,SouthAmerica
Peru,2004,FeMale,7,J42 ,1,Bronchitis,SouthAmerica
Peru,2004,FeMale,6,J209,1,Bronchitis,SouthAmerica
Peru,2004,FeMale,11,J209,1,Bronchitis,SouthAmerica
Peru,2004,FeMale,10,J42 ,1,Bronchitis,SouthAmerica
Peru,2004,FeMale,28,J418,1,Bronchitis,SouthAmerica
Peru,2004,FeMale,12,J40 ,1,Bronchitis,SouthAmerica
Peru,2004,FeMale,5,J42 ,1,Bronchitis,SouthAmerica
"Venezuela, RB",2004,FeMale,28,J40 ,1,Bronchitis,SouthAmerica
"Venezuela, RB",2004,FeMale,7,J209,1,Bronchitis,SouthAmerica
"Venezuela, RB",2004,FeMale,8,J209,1,Bronchitis,SouthAmerica
"Venezuela, RB",2004,FeMale,4,J209,1,Bronchitis,SouthAmerica
"Venezuela, RB",2004,FeMale,9,J209,1,Bronchitis,SouthAmerica
Colombia,2004,FeMale,11,J209,1,Bronchitis,SouthAmerica
Colombia,2004,FeMale,6,J209,1,Bronchitis,SouthAmerica
Colombia,2004,FeMale,6,J42 ,1,Bronchitis,SouthAmerica
Colombia,2004,FeMale,8,J209,1,Bronchitis,SouthAmerica
Colombia,2004,FeMale,29,J42 ,1,Bronchitis,SouthAmerica
Colombia,2004,FeMale,9,J42 ,1,Bronchitis,SouthAmerica
Colombia,2004,FeMale,5,J208,1,Bronchitis,SouthAmerica
Colombia,2004,FeMale,12,J209,1,Bronchitis,SouthAmerica
Mexico,2004,FeMale,3,J209,1,Bronchitis,CentralAmerica
Mexico,2004,FeMale,9,J42 ,1,Bronchitis,CentralAmerica
Mexico,2004,FeMale,29,J209,1,Bronchitis,CentralAmerica
Mexico,2004,FeMale,29,J42 ,1,Bronchitis,CentralAmerica
Mexico,2004,FeMale,5,J200,1,Bronchitis,CentralAmerica
Mexico,2004,FeMale,5,J208,1,Bronchitis,CentralAmerica
Mexico,2004,FeMale,11,J42 ,1,Bronchitis,CentralAmerica
United States,2004,FeMale,12,J209,1,Bronchitis,NorthernAmerica
United States,2004,FeMale,7,J208,1,Bronchitis,NorthernAmerica
United States,2004,FeMale,8,J209,1,Bronchitis,NorthernAmerica
United States,2004,FeMale,8,J42 ,1,Bronchitis,NorthernAmerica
Brazil,2004,FeMale,5,J201,1,Bronchitis,SouthAmerica
Brazil,2004,FeMale,5,J204,1,Bronchitis,SouthAmerica
Brazil,2004,FeMale,10,J209,1,Bronchitis,SouthAmerica
Brazil,2004,FeMale,7,J209,1,Bronchitis,SouthAmerica
Brazil,2004,FeMale,7,J42 ,1,Bronchitis,SouthAmerica
Brazil,2004,FeMale,9,J209,1,Bronchitis,SouthAmerica
Brazil,2004,FeMale,3,J209,1,Bronchitis,SouthAmerica
Brazil,2004,FeMale,23,J410,1,Bronchitis,SouthAmerica
Brazil,2004,FeMale,23,J411,1,Bronchitis,SouthAmerica
United States,2004,FeMale,23,J411,1,Bronchitis,NorthernAmerica
Canada,2004,FeMale,23,J209,1,Bronchitis,NorthernAmerica
Canada,2004,FeMale,23,J40 ,1,Bronchitis,NorthernAmerica
Argentina,2004,FeMale,23,J410,1,Bronchitis,SouthAmerica
Peru,2004,FeMale,23,J40 ,1,Bronchitis,SouthAmerica
Chile,2004,FeMale,23,J40 ,1,Bronchitis,SouthAmerica
Cuba,2004,FeMale,23,J209,1,Bronchitis,Caribbean
"Venezuela, RB",2004,FeMale,23,J418,1,Bronchitis,SouthAmerica
Uruguay,2004,FeMale,23,J40 ,1,Bronchitis,SouthAmerica
Puerto Rico,2004,FeMale,23,J209,1,Bronchitis,Caribbean
Belize,2004,FeMale,23,J40 ,1,Bronchitis,CentralAmerica
Argentina,2004,FeMale,22,J40 ,1,Bronchitis,SouthAmerica
Argentina,2004,FeMale,22,J42 ,1,Bronchitis,SouthAmerica
Canada,2004,FeMale,22,J209,1,Bronchitis,NorthernAmerica
Canada,2004,FeMale,22,J40 ,1,Bronchitis,NorthernAmerica
United States,2004,FeMale,22,J209,1,Bronchitis,NorthernAmerica
Canada,2002,FeMale,20,J40 ,1,Bronchitis,NorthernAmerica
Canada,2002,FeMale,20,J42 ,1,Bronchitis,NorthernAmerica
Colombia,2002,FeMale,20,J209,1,Bronchitis,SouthAmerica
Colombia,2002,FeMale,20,J40 ,1,Bronchitis,SouthAmerica
Chile,2002,FeMale,20,J42 ,1,Bronchitis,SouthAmerica
Peru,2002,FeMale,20,J40 ,1,Bronchitis,SouthAmerica
Peru,2002,FeMale,20,J42 ,1,Bronchitis,SouthAmerica
Cuba,2002,FeMale,20,J42 ,1,Bronchitis,Caribbean
Puerto Rico,2002,FeMale,20,J42 ,1,Bronchitis,Caribbean
Panama,2002,FeMale,20,J40 ,1,Bronchitis,CentralAmerica
Costa Rica,2002,FeMale,20,J42 ,1,Bronchitis,CentralAmerica
El Salvador,2002,FeMale,20,J40 ,1,Bronchitis,CentralAmerica
Bolivia,2002,FeMale,19,J42 ,1,Bronchitis,SouthAmerica
Belize,2002,FeMale,19,J209,1,Bronchitis,CentralAmerica
El Salvador,2002,FeMale,19,J40 ,1,Bronchitis,CentralAmerica
St. Lucia,2002,FeMale,19,J42 ,1,Bronchitis,Caribbean
Ecuador,2002,FeMale,19,J209,1,Bronchitis,SouthAmerica
Peru,2002,FeMale,19,J40 ,1,Bronchitis,SouthAmerica
Peru,2002,FeMale,19,J410,1,Bronchitis,SouthAmerica
Chile,2002,FeMale,19,J209,1,Bronchitis,SouthAmerica
Chile,2002,FeMale,19,J42 ,1,Bronchitis,SouthAmerica
"Venezuela, RB",2002,FeMale,19,J209,1,Bronchitis,SouthAmerica
Canada,2002,FeMale,19,J209,1,Bronchitis,NorthernAmerica
Canada,2002,FeMale,19,J40 ,1,Bronchitis,NorthernAmerica
Colombia,2002,FeMale,19,J40 ,1,Bronchitis,SouthAmerica
Colombia,2002,FeMale,19,J42 ,1,Bronchitis,SouthAmerica
Mexico,2002,FeMale,19,J40 ,1,Bronchitis,CentralAmerica
Mexico,2002,FeMale,5,J202,1,Bronchitis,CentralAmerica
Colombia,2002,FeMale,5,J418,1,Bronchitis,SouthAmerica
Peru,2002,FeMale,5,J42 ,1,Bronchitis,SouthAmerica
Argentina,2002,FeMale,5,J205,1,Bronchitis,SouthAmerica
Argentina,2002,FeMale,5,J209,1,Bronchitis,SouthAmerica
Ecuador,2002,FeMale,5,J42 ,1,Bronchitis,SouthAmerica
Dominican Republic,2002,FeMale,5,J209,1,Bronchitis,Caribbean
Panama,2002,FeMale,5,J209,1,Bronchitis,CentralAmerica
Paraguay,2002,FeMale,5,J42 ,1,Bronchitis,SouthAmerica
Nicaragua,2002,FeMale,28,J40 ,1,Bronchitis,CentralAmerica
Panama,2002,FeMale,28,J40 ,1,Bronchitis,CentralAmerica
Paraguay,2002,FeMale,28,J42 ,1,Bronchitis,SouthAmerica
Puerto Rico,2002,FeMale,28,J40 ,1,Bronchitis,Caribbean
Uruguay,2002,FeMale,28,J209,1,Bronchitis,SouthAmerica
Ecuador,2002,FeMale,28,J40 ,1,Bronchitis,SouthAmerica
Chile,2002,FeMale,28,J40 ,1,Bronchitis,SouthAmerica
Peru,2002,FeMale,28,J40 ,1,Bronchitis,SouthAmerica
Argentina,2002,FeMale,28,J40 ,1,Bronchitis,SouthAmerica
Mexico,2002,FeMale,28,J208,1,Bronchitis,CentralAmerica
United States,2002,FeMale,28,J411,1,Bronchitis,NorthernAmerica
Argentina,2002,FeMale,21,J42 ,1,Bronchitis,SouthAmerica
Chile,2002,FeMale,21,J42 ,1,Bronchitis,SouthAmerica
Cuba,2002,FeMale,21,J209,1,Bronchitis,Caribbean
Cuba,2002,FeMale,21,J42 ,1,Bronchitis,Caribbean
Ecuador,2002,FeMale,21,J42 ,1,Bronchitis,SouthAmerica
Ecuador,2002,FeMale,11,J208,1,Bronchitis,SouthAmerica
Ecuador,2002,FeMale,11,J209,1,Bronchitis,SouthAmerica
Ecuador,2002,FeMale,11,J42 ,1,Bronchitis,SouthAmerica
Peru,2002,FeMale,11,J209,1,Bronchitis,SouthAmerica
Colombia,2002,FeMale,11,J209,1,Bronchitis,SouthAmerica
United States,2002,FeMale,10,J40 ,1,Bronchitis,NorthernAmerica
Ecuador,2002,FeMale,10,J42 ,1,Bronchitis,SouthAmerica
Peru,2002,FeMale,10,J42 ,1,Bronchitis,SouthAmerica
Canada,2002,FeMale,10,J209,1,Bronchitis,NorthernAmerica
Cuba,2002,FeMale,6,J209,1,Bronchitis,Caribbean
Dominican Republic,2002,FeMale,6,J209,1,Bronchitis,Caribbean
Panama,2002,FeMale,6,J209,1,Bronchitis,CentralAmerica
Paraguay,2002,FeMale,6,J40 ,1,Bronchitis,SouthAmerica
Ecuador,2002,FeMale,6,J42 ,1,Bronchitis,SouthAmerica
Argentina,2002,FeMale,6,J209,1,Bronchitis,SouthAmerica
"Venezuela, RB",2002,FeMale,6,J205,1,Bronchitis,SouthAmerica
"Venezuela, RB",2002,FeMale,6,J208,1,Bronchitis,SouthAmerica
United States,2002,FeMale,6,J209,1,Bronchitis,NorthernAmerica
United States,2002,FeMale,6,J40 ,1,Bronchitis,NorthernAmerica
United States,2002,FeMale,6,J42 ,1,Bronchitis,NorthernAmerica
United States,2002,FeMale,7,J208,1,Bronchitis,NorthernAmerica
Bolivia,2002,FeMale,7,J209,1,Bronchitis,SouthAmerica
Paraguay,2002,FeMale,4,J209,1,Bronchitis,SouthAmerica
Peru,2002,FeMale,4,J209,1,Bronchitis,SouthAmerica
Colombia,2002,FeMale,4,J209,1,Bronchitis,SouthAmerica
Mexico,2002,FeMale,4,J42 ,1,Bronchitis,CentralAmerica
United States,2002,FeMale,8,J208,1,Bronchitis,NorthernAmerica
United States,2002,FeMale,8,J209,1,Bronchitis,NorthernAmerica
United States,2002,FeMale,8,J42 ,1,Bronchitis,NorthernAmerica
Argentina,2002,FeMale,8,J42 ,1,Bronchitis,SouthAmerica
Ecuador,2002,FeMale,9,J206,1,Bronchitis,SouthAmerica
Ecuador,2002,FeMale,9,J209,1,Bronchitis,SouthAmerica
El Salvador,2002,FeMale,9,J209,1,Bronchitis,CentralAmerica
Colombia,2002,FeMale,29,J40 ,1,Bronchitis,SouthAmerica
Peru,2002,FeMale,29,J200,1,Bronchitis,SouthAmerica
Colombia,2002,FeMale,12,J40 ,1,Bronchitis,SouthAmerica
Canada,2002,FeMale,30,J40 ,1,Bronchitis,NorthernAmerica
Brazil,2002,FeMale,8,J209,1,Bronchitis,SouthAmerica
Brazil,2002,FeMale,9,J40 ,1,Bronchitis,SouthAmerica
Brazil,2002,FeMale,9,J42 ,1,Bronchitis,SouthAmerica
Brazil,2002,FeMale,7,J209,1,Bronchitis,SouthAmerica
Brazil,2002,FeMale,6,J40 ,1,Bronchitis,SouthAmerica
Brazil,2002,FeMale,6,J42 ,1,Bronchitis,SouthAmerica
Brazil,2002,FeMale,5,J411,1,Bronchitis,SouthAmerica
Brazil,2002,FeMale,5,J42 ,1,Bronchitis,SouthAmerica
Brazil,2002,FeMale,11,J209,1,Bronchitis,SouthAmerica
Brazil,2002,FeMale,11,J42 ,1,Bronchitis,SouthAmerica
Brazil,2002,FeMale,20,J209,1,Bronchitis,SouthAmerica
Brazil,2002,FeMale,20,J411,1,Bronchitis,SouthAmerica
Brazil,2002,FeMale,20,J418,1,Bronchitis,SouthAmerica
Brazil,2002,FeMale,12,J42 ,1,Bronchitis,SouthAmerica
Brazil,2002,FeMale,21,J411,1,Bronchitis,SouthAmerica
Brazil,2002,FeMale,21,J418,1,Bronchitis,SouthAmerica
Brazil,2002,FeMale,19,J209,1,Bronchitis,SouthAmerica
Brazil,2001,FeMale,22,J209,1,Bronchitis,SouthAmerica
Colombia,2001,FeMale,22,J209,1,Bronchitis,SouthAmerica
Argentina,2001,FeMale,22,J40 ,1,Bronchitis,SouthAmerica
Argentina,2001,FeMale,22,J42 ,1,Bronchitis,SouthAmerica
Canada,2001,FeMale,22,J40 ,1,Bronchitis,NorthernAmerica
Chile,2001,FeMale,22,J40 ,1,Bronchitis,SouthAmerica
Cuba,2001,FeMale,22,J209,1,Bronchitis,Caribbean
Bolivia,2001,FeMale,22,J42 ,1,Bronchitis,SouthAmerica
Argentina,2001,FeMale,17,J209,1,Bronchitis,SouthAmerica
Colombia,2001,FeMale,17,J40 ,1,Bronchitis,SouthAmerica
Colombia,2001,FeMale,17,J42 ,1,Bronchitis,SouthAmerica
"Venezuela, RB",2001,FeMale,14,J40 ,1,Bronchitis,SouthAmerica
"Venezuela, RB",2001,FeMale,14,J42 ,1,Bronchitis,SouthAmerica
Cuba,2001,FeMale,14,J40 ,1,Bronchitis,Caribbean
Chile,2001,FeMale,14,J42 ,1,Bronchitis,SouthAmerica
Brazil,2001,FeMale,14,J209,1,Bronchitis,SouthAmerica
Mexico,2001,FeMale,14,J42 ,1,Bronchitis,CentralAmerica
United States,2001,FeMale,14,J209,1,Bronchitis,NorthernAmerica
Mexico,2001,FeMale,15,J209,1,Bronchitis,CentralAmerica
Peru,2001,FeMale,15,J209,1,Bronchitis,SouthAmerica
Cuba,2001,FeMale,15,J42 ,1,Bronchitis,Caribbean
United States,2001,FeMale,15,J209,1,Bronchitis,NorthernAmerica
Brazil,2001,FeMale,15,J40 ,1,Bronchitis,SouthAmerica
Colombia,2001,FeMale,20,J209,1,Bronchitis,SouthAmerica
Cuba,2001,FeMale,20,J42 ,1,Bronchitis,Caribbean
Ecuador,2001,FeMale,20,J40 ,1,Bronchitis,SouthAmerica
Ecuador,2001,FeMale,20,J42 ,1,Bronchitis,SouthAmerica
United States,2001,FeMale,16,J208,1,Bronchitis,NorthernAmerica
United States,2001,FeMale,16,J209,1,Bronchitis,NorthernAmerica
United States,2001,FeMale,16,J42 ,1,Bronchitis,NorthernAmerica
Colombia,2001,FeMale,16,J209,1,Bronchitis,SouthAmerica
Ecuador,2001,FeMale,16,J209,1,Bronchitis,SouthAmerica
Ecuador,2001,FeMale,16,J42 ,1,Bronchitis,SouthAmerica
Trinidad and Tobago,2001,FeMale,16,J410,1,Bronchitis,Caribbean
